"date,""lead_name"",""business"",""area"",""phone_or_link"",""channel"",""status"",""next_action"",""next_date"",""notes"",""lead_id"""
"2026-03-05,""Abdul Haque Turning Workshop"",""Abdul Haque Turning Workshop"",""Abu Dhabi"","" 00"",""WhatsApp"",""NEW"",""Review and send compliant outreach"",""2026-03-05"",""YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/abdul-haque-turning-workshop-141844"",""UAE0101"""
"2026-03-05,""Abdul Jabar General Contracting"",""Abdul Jabar General Contracting"",""Abu Dhabi"","" 00"",""WhatsApp"",""NEW"",""Review and send compliant outreach"",""2026-03-05"",""YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/abdul-jabar-general-contracting-175374"",""UAE0102"""
"2026-03-05,""Abdul Jaleel Legal Translation"",""Abdul Jaleel Legal Translation"",""Abu Dhabi"","" 00"",""WhatsApp"",""NEW"",""Review and send compliant outreach"",""2026-03-05"",""YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/abdul-jaleel-legal-translation-122063"",""UAE0103"""
"2026-03-05,""Abdul Kader Grocery"",""Abdul Kader Grocery"",""Abu Dhabi"","" 00"",""WhatsApp"",""NEW"",""Review and send compliant outreach"",""2026-03-05"",""YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/abdul-kader-grocery-165115"",""UAE0104"""
"2026-03-05,""Abdul Khair Laundry"",""Abdul Khair Laundry"",""Abu Dhabi"","" 00"",""WhatsApp"",""NEW"",""Review and send compliant outreach"",""2026-03-05"",""YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/abdul-khair-laundry-131878"",""UAE0105"""
"2026-03-05,""Abdul Latif Calligraphy and Drawing"",""Abdul Latif Calligraphy and Drawing"",""Abu Dhabi"","" 00"",""WhatsApp"",""NEW"",""Review and send compliant outreach"",""2026-03-05"",""YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/abdul-latif-calligraphy-and-drawing-120130"",""UAE0106"""
"2026-03-05,""Abdul Majeed Al Marzooqi Auditing Office"",""Abdul Majeed Al Marzooqi Auditing Office"",""Abu Dhabi"","" 00"",""WhatsApp"",""NEW"",""Review and send compliant outreach"",""2026-03-05"",""YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/abdul-majeed-al-marzooqi-auditing-office-135786"",""UAE0107"""
"2026-03-05,""Abdul Majid Foodstuff &amp"
"2026-03-05,""Abdul Monem Al Rashed Building Matl Trading"",""Abdul Monem Al Rashed Building Matl Trading"",""Abu Dhabi"","" 00"",""WhatsApp"",""NEW"",""Review and send compliant outreach"",""2026-03-05"",""YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/abdul-monem-al-rashed-building-matl-trading-140011"",""UAE0109"""
"2026-03-05,""Abdul Moula Grocery"",""Abdul Moula Grocery"",""Abu Dhabi"","" 00"",""WhatsApp"",""NEW"",""Review and send compliant outreach"",""2026-03-05"",""YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/abdul-moula-grocery-165117"",""UAE0110"""
"2026-03-05,""Abdul Qadeer Elec and A/C Rep"",""Abdul Qadeer Elec and A/C Rep"",""Abu Dhabi"","" 00"",""WhatsApp"",""NEW"",""Review and send compliant outreach"",""2026-03-05"",""YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/abdul-qadeer-elec-and-a-c-rep-136188"",""UAE0111"""
"2026-03-05,""Abdul Rahaman Al Hamed Trading Establishment"",""Abdul Rahaman Al Hamed Trading Establishment"",""Abu Dhabi"","" 00"",""WhatsApp"",""NEW"",""Review and send compliant outreach"",""2026-03-05"",""YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/abdul-rahaman-al-hamed-trading-establishment-142014"",""UAE0112"""
"2026-03-05,""Abdul Rahim Trading Establishment"",""Abdul Rahim Trading Establishment"",""Abu Dhabi"","" 00"",""WhatsApp"",""NEW"",""Review and send compliant outreach"",""2026-03-05"",""YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/abdul-rahim-trading-establishment-123166"",""UAE0113"""
"2026-03-05,""Abdul Rahim Trading Establishment"",""Abdul Rahim Trading Establishment"",""Abu Dhabi"","" 00"",""WhatsApp"",""NEW"",""Review and send compliant outreach"",""2026-03-05"",""YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/abdul-rahim-trading-establishment-123166"",""UAE0114"""
"2026-03-05,""Abdul Rahman Kassim LLC"",""Abdul Rahman Kassim LLC"",""Abu Dhabi"","" 00"",""WhatsApp"",""NEW"",""Review and send compliant outreach"",""2026-03-05"",""YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/abdul-rahman-kassim-llc-118675"",""UAE0115"""
"2026-03-05,""Abdul Rasheed Electronics Trading"",""Abdul Rasheed Electronics Trading"",""Abu Dhabi"","" 00"",""WhatsApp"",""NEW"",""Review and send compliant outreach"",""2026-03-05"",""YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/abdul-rasheed-electronics-trading-150326"",""UAE0116"""
"2026-03-05,""Abdul Razaq Mohm. Manual Carpentry"",""Abdul Razaq Mohm. Manual Carpentry"",""Abu Dhabi"","" 00"",""WhatsApp"",""NEW"",""Review and send compliant outreach"",""2026-03-05"",""YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/abdul-razaq-mohm-manual-carpentry-150687"",""UAE0117"""
"2026-03-05,""Abdul Rehman Ghulam Building Equipment Rentals LLC"",""Abdul Rehman Ghulam Building Equipment Rentals LLC"",""Abu Dhabi"","" 00"",""WhatsApp"",""NEW"",""Review and send compliant outreach"",""2026-03-05"",""YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/abdul-rehman-ghulam-building-equipment-rentals-llc-191668"",""UAE0118"""
"2026-03-05,""Abdul Rehman Ghulam Building Equipment Rentals LLC"",""Abdul Rehman Ghulam Building Equipment Rentals LLC"",""Abu Dhabi"","" 00"",""WhatsApp"",""NEW"",""Review and send compliant outreach"",""2026-03-05"",""YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/abdul-rehman-ghulam-building-equipment-rentals-llc-191668"",""UAE0119"""
"2026-03-05,""Abdul Rouf Muhammad Elect"",""Abdul Rouf Muhammad Elect"",""Abu Dhabi"","" 00"",""WhatsApp"",""NEW"",""Review and send compliant outreach"",""2026-03-05"",""YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/abdul-rouf-muhammad-elect-145392"",""UAE0120"""
"2026-03-05,""Future Star Super Market LLC"",""Future Star Super Market LLC"",""Abu Dhabi"","" 00"",""WhatsApp"",""NEW"",""Review and send compliant outreach"",""2026-03-05"",""YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/abdul-majeed-bicycle-139221"",""UAE0121"""
